ParameterName,Result,AddressOrNote,Mode
WgC_NEngForPAirBoostFFLimSigUp_A,RESOLVED,0x40052168 (mtlb_WgC_NEngForPAirBoostFFLimSigUp_A),DIRECT
WgC_StWgtVlvCtrl_M,RESOLVED,0x40052A00 (mtlb_WgC_StWgtVlvCtrl_M),DIRECT
WgC_PAirBoostForWgtVlvFF_A,RESOLVED,0x40052618 (mtlb_WgC_PAirBoostForWgtVlvFF_A),DIRECT
CrsCtrl_CoeffDForVVehCtl_M,RESOLVED,0x400403F4 (mtlb_CrsCtrl_CoeffDForVVehCtl_M),DIRECT
CrsCtrl_ErrVVeh_A,RESOLVED,0x40040544 (mtlb_CrsCtrl_ErrVVeh_A),DIRECT
CrsCtrl_CoeffFiltForVVehCtl_M,RESOLVED,0x40040444 (mtlb_CrsCtrl_CoeffFiltForVVehCtl_M),DIRECT
CrsCtrl_CoeffIForVVehCtl_M,RESOLVED,0x40040494 (mtlb_CrsCtrl_CoeffIForVVehCtl_M),DIRECT
CrsCtrl_CoeffPForVVehCtl_M,RESOLVED,0x400404E4 (mtlb_CrsCtrl_CoeffPForVVehCtl_M),DIRECT
CrsCtrl_SatPIDMax_M,RESOLVED,0x400405DC (mtlb_CrsCtrl_SatPIDMax_M),DIRECT
CrsCtrl_CanTrsmCurrentGear_A,RESOLVED,0x400403E6 (mtlb_CrsCtrl_CanTrsmCurrentGear_A),DIRECT
CrsCtrl_NEngForPIDMax_A,RESOLVED,0x400405A0 (mtlb_CrsCtrl_NEngForPIDMax_A),DIRECT
CrsCtrl_TrfCaseStsFac_M,RESOLVED,0x400406A0 (mtlb_CrsCtrl_TrfCaseStsFac_M),DIRECT
CrsCtrl_TrfCaseStsFacForFF_A,RESOLVED,0x40040680 (mtlb_CrsCtrl_TrfCaseStsFacForFF_A),DIRECT
CrsCtrl_TrsmTqCnvrRatFac_M,RESOLVED,0x400406C0 (mtlb_CrsCtrl_TrsmTqCnvrRatFac_M),DIRECT
CrsCtrl_TrsmTqCnvrRatForFF_A,RESOLVED,0x400406E0 (mtlb_CrsCtrl_TrsmTqCnvrRatForFF_A),DIRECT
DTqC_NEngIdleGearRef_M,RESOLVED,0x40041D80 (mtlb_DTqC_NEngIdleGearRef_M),DIRECT
DTqC_IdxGearIdleRef_A,RESOLVED,0x40041C20 (mtlb_DTqC_IdxGearIdleRef_A),DIRECT
DTqC_PAmbAirNEngIdleRef_M,RESOLVED,0x40041E2C (mtlb_DTqC_PAmbAirNEngIdleRef_M),DIRECT
DTqC_PAmbAirIdleRef_A,RESOLVED,0x40041E04 (mtlb_DTqC_PAmbAirIdleRef_A),DIRECT
DTqC_TCooltNEngIdleRef_M,RESOLVED,0x40041FB4 (mtlb_DTqC_TCooltNEngIdleRef_M),DIRECT
DTqC_TCooltIdleRef_A,RESOLVED,0x40041F80 (mtlb_DTqC_TCooltIdleRef_A),DIRECT
DTqC_TOilNEngIdleRef_M,RESOLVED,0x40042004 (mtlb_DTqC_TOilNEngIdleRef_M),DIRECT
DTqC_TOilIdleRef_A,RESOLVED,0x40041FDC (mtlb_DTqC_TOilIdleRef_A),DIRECT
DTqC_CoeffDForSpdCtl_M,RESOLVED,0x400408D0 (mtlb_DTqC_CoeffDForSpdCtl_M),DIRECT
DTqC_ErrNEng_A,RESOLVED,0x40041A58 (mtlb_DTqC_ErrNEng_A),DIRECT
DTqC_TCooltForSpdCtl_A,RESOLVED,0x40041F30 (mtlb_DTqC_TCooltForSpdCtl_A),DIRECT
DTqC_CoeffFiltForSpdCtl_M,RESOLVED,0x40040D80 (mtlb_DTqC_CoeffFiltForSpdCtl_M),DIRECT
DTqC_CoeffIForSpdCtl_M,RESOLVED,0x40041248 (mtlb_DTqC_CoeffIForSpdCtl_M),DIRECT
DTqC_CoeffPForSpdCtl_M,RESOLVED,0x400416F8 (mtlb_DTqC_CoeffPForSpdCtl_M),DIRECT
DTqC_IdleSpdCtrlFF_M,RESOLVED,0x40041A90 (mtlb_DTqC_IdleSpdCtrlFF_M),DIRECT
DTqC_TCooltForIdleSpdFF_A,RESOLVED,0x40041F08 (mtlb_DTqC_TCooltForIdleSpdFF_A),DIRECT
DTqC_NEngForIdleSpdFF_A,RESOLVED,0x40041CE4 (mtlb_DTqC_NEngForIdleSpdFF_A),DIRECT
DTqC_TqDesSatMax_M,RESOLVED,0x40043374 (mtlb_DTqC_TqDesSatMax_M),DIRECT
DTqC_NEngForTqDesSatMax_A,RESOLVED,0x40041D5C (mtlb_DTqC_NEngForTqDesSatMax_A),DIRECT
IC_DurMaiLimd_M,RESOLVED,0x40044FD0 (mtlb_IC_DurMaiLimd_M),DIRECT
IC_PRailMaiLimd_A,RESOLVED,0x40045FA4 (mtlb_IC_PRailMaiLimd_A),DIRECT
IC_DurPltLimd_M,RESOLVED,0x40045048 (mtlb_IC_DurPltLimd_M),DIRECT
IC_PAmbAirCorrForMainSOI_M,RESOLVED,0x40045F2C (mtlb_IC_PAmbAirCorrForMainSOI_M),DIRECT
IC_PAmbAirForSoiMainInjCorr_A,RESOLVED,0x40045F54 (mtlb_IC_PAmbAirForSoiMainInjCorr_A),DIRECT
IC_SoiMaiLimd_M,RESOLVED,0x40045FFC (mtlb_IC_SoiMaiLimd_M),DIRECT
IC_NEngMaiLimd_A,RESOLVED,0x40045EA0 (mtlb_IC_NEngMaiLimd_A),DIRECT
IC_TAirBoostCorrForMainSOI_M,RESOLVED,0x40048524 (mtlb_IC_TAirBoostCorrForMainSOI_M),DIRECT
IC_TAirBoostForSoiMainInjCorr_A,RESOLVED,0x4004854C (mtlb_IC_TAirBoostForSoiMainInjCorr_A),DIRECT
IC_TAmbAirCorrForMainSOI_M,RESOLVED,0x40048574 (mtlb_IC_TAmbAirCorrForMainSOI_M),DIRECT
IC_TAmbAirForSoiMainInjCorr_A,RESOLVED,0x4004859C (mtlb_IC_TAmbAirForSoiMainInjCorr_A),DIRECT
IC_TCooltCorrForMainSOI_M,RESOLVED,0x400485C4 (mtlb_IC_TCooltCorrForMainSOI_M),DIRECT
IC_TCooltForSoiMainInjCorr_A,RESOLVED,0x400485EC (mtlb_IC_TCooltForSoiMainInjCorr_A),DIRECT
IC_TOilCorrForMainSOI_M,RESOLVED,0x40048620 (mtlb_IC_TOilCorrForMainSOI_M),DIRECT
IC_TOilForSoiMainInjCorr_A,RESOLVED,0x40048648 (mtlb_IC_TOilForSoiMainInjCorr_A),DIRECT
IC_PAmbAirCorrForPilotSOI_M,RESOLVED,0x40045F40 (mtlb_IC_PAmbAirCorrForPilotSOI_M),DIRECT
IC_PAmbAirForSoiPltinjCorr_A,RESOLVED,0x40045F68 (mtlb_IC_PAmbAirForSoiPltinjCorr_A),DIRECT
IC_SoiPltLimd_M,RESOLVED,0x400484C4 (mtlb_IC_SoiPltLimd_M),DIRECT
IC_TAirBoostCorrForPilotSOI_M,RESOLVED,0x40048538 (mtlb_IC_TAirBoostCorrForPilotSOI_M),DIRECT
IC_TAirBoostForSoiPltinjCorr_A,RESOLVED,0x40048560 (mtlb_IC_TAirBoostForSoiPltinjCorr_A),DIRECT
IC_TAmbAirCorrForPilotSOI_M,RESOLVED,0x40048588 (mtlb_IC_TAmbAirCorrForPilotSOI_M),DIRECT
IC_TAmbAirForSoiPltinjCorr_A,RESOLVED,0x400485B0 (mtlb_IC_TAmbAirForSoiPltinjCorr_A),DIRECT
IC_TCooltCorrForPilotSOI_M,RESOLVED,0x400485D8 (mtlb_IC_TCooltCorrForPilotSOI_M),DIRECT
IC_TCooltForSoiPltinjCorr_A,RESOLVED,0x40048600 (mtlb_IC_TCooltForSoiPltinjCorr_A),DIRECT
IC_TOilCorrForPilotSOI_M,RESOLVED,0x40048634 (mtlb_IC_TOilCorrForPilotSOI_M),DIRECT
IC_TOilForSoiPltinjCorr_A,RESOLVED,0x4004865C (mtlb_IC_TOilForSoiPltinjCorr_A),DIRECT
RPG_PRailSetPoint1_M,RESOLVED,0x40049B74 (mtlb_RPG_PRailSetPoint1_M),DIRECT
RPG_TqIndcdLimdForPRailSetPoint_A,RESOLVED,0x4004B1E4 (mtlb_RPG_TqIndcdLimdForPRailSetPoint_A),DIRECT
RPG_NEngCorrForPRailSetPoint_A,RESOLVED,0x40049878 (mtlb_RPG_NEngCorrForPRailSetPoint_A),DIRECT
RPG_PRailSetPoint2_M,RESOLVED,0x40049EF8 (mtlb_RPG_PRailSetPoint2_M),DIRECT
RPG_PRailSetPoint3_M,RESOLVED,0x4004A27C (mtlb_RPG_PRailSetPoint3_M),DIRECT
SpdLimr_CoeffDForVehVCtrl_M,RESOLVED,0x4004B2E0 (mtlb_SpdLimr_CoeffDForVehVCtrl_M),DIRECT
SpdLimr_ErrVehV_A,RESOLVED,0x4004B448 (mtlb_SpdLimr_ErrVehV_A),DIRECT
SpdLimr_CoeffFiltForVehVCtrl_M,RESOLVED,0x4004B330 (mtlb_SpdLimr_CoeffFiltForVehVCtrl_M),DIRECT
SpdLimr_CoeffIForVehVCtrl_M,RESOLVED,0x4004B380 (mtlb_SpdLimr_CoeffIForVehVCtrl_M),DIRECT
SpdLimr_CoeffPForVehVCtrl_M,RESOLVED,0x4004B3D0 (mtlb_SpdLimr_CoeffPForVehVCtrl_M),DIRECT
SpdLimr_PIDMax_M,RESOLVED,0x4004B4E8 (mtlb_SpdLimr_PIDMax_M),DIRECT
SpdLimr_CurrentGear_A,RESOLVED,0x4004B420 (mtlb_SpdLimr_CurrentGear_A),DIRECT
SpdLimr_NEngForPIDMax_A,RESOLVED,0x4004B4B0 (mtlb_SpdLimr_NEngForPIDMax_A),DIRECT
SpdLimr_TrfCaseStsFac_M,RESOLVED,0x4004B5AC (mtlb_SpdLimr_TrfCaseStsFac_M),DIRECT
SpdLimr_TrfCaseStsFacForFF_A,RESOLVED,0x4004B58C (mtlb_SpdLimr_TrfCaseStsFacForFF_A),DIRECT
SpdLimr_TrsmTqCnvrRatFac_M,RESOLVED,0x4004B5CC (mtlb_SpdLimr_TrsmTqCnvrRatFac_M),DIRECT
SpdLimr_TrsmTqCnvrRatForFF_A,RESOLVED,0x4004B5EC (mtlb_SpdLimr_TrsmTqCnvrRatForFF_A),DIRECT
TL_PercgTqLimnForTFu_M,RESOLVED,0x4004BFA8 (mtlb_TL_PercgTqLimnForTFu_M),DIRECT
TL_TFu_A,RESOLVED,0x4004C41C (mtlb_TL_TFu_A),DIRECT
TL_NEng_A,RESOLVED,0x4004B730 (mtlb_TL_NEng_A),DIRECT
TL_PercgTqLimnForTAir_M,RESOLVED,0x4004BC88 (mtlb_TL_PercgTqLimnForTAir_M),DIRECT
TL_TAir_A,RESOLVED,0x4004C3CC (mtlb_TL_TAir_A),DIRECT
TL_PercgTqLimnForPAmbAir_M,RESOLVED,0x4004B968 (mtlb_TL_PercgTqLimnForPAmbAir_M),DIRECT
TL_PAmbAir_A,RESOLVED,0x4004B7A8 (mtlb_TL_PAmbAir_A),DIRECT
TL_PercgTqLimnForTCoolt_M,RESOLVED,0x4004BE18 (mtlb_TL_PercgTqLimnForTCoolt_M),DIRECT
TL_TCoolt_A,RESOLVED,0x4004C3F4 (mtlb_TL_TCoolt_A),DIRECT
TL_PercgTqLimnForPBoostAir_M,RESOLVED,0x4004BAF8 (mtlb_TL_PercgTqLimnForPBoostAir_M),DIRECT
TL_PAirBoost_A,RESOLVED,0x4004B780 (mtlb_TL_PAirBoost_A),DIRECT
TL_PercgTqLimnForTOil_M,RESOLVED,0x4004C138 (mtlb_TL_PercgTqLimnForTOil_M),DIRECT
TL_TOil_A,RESOLVED,0x4004C444 (mtlb_TL_TOil_A),DIRECT
TL_SurgeLineTqLimd_M,RESOLVED,0x4004C2CC (mtlb_TL_SurgeLineTqLimd_M),DIRECT
TL_NEngForSurgeLine_A,RESOLVED,0x4004B66C (mtlb_TL_NEngForSurgeLine_A),DIRECT
TL_DifSurgeLine_A,RESOLVED,0x4004B614 (mtlb_TL_DifSurgeLine_A),DIRECT
TL_PercgTqLimnForNExhTrbChrg_M,RESOLVED,0x4004B7D8 (mtlb_TL_PercgTqLimnForNExhTrbChrg_M),DIRECT
TL_NTrbChrg_A,RESOLVED,0x4004B758 (mtlb_TL_NTrbChrg_A),DIRECT
WgC_PDropIco_M,RESOLVED,0x40052954 (mtlb_WgC_PDropIco_M),DIRECT
WgC_MAirFlow_A,RESOLVED,0x4005208C (mtlb_WgC_MAirFlow_A),DIRECT
WgC_PCmprOutltCalcd_M,RESOLVED,0x40052940 (mtlb_WgC_PCmprOutltCalcd_M),DIRECT
WgC_EffCmpr_M,RESOLVED,0x40051C00 (mtlb_WgC_EffCmpr_M),DIRECT
WgC_RatPCmpr_A,RESOLVED,0x400529C4 (mtlb_WgC_RatPCmpr_A),DIRECT
WgC_MCorrdAirFlow_A,RESOLVED,0x40052104 (mtlb_WgC_MCorrdAirFlow_A),DIRECT
WgC_MCorrAirFlowPCmprInlt_M,RESOLVED,0x400520A0 (mtlb_WgC_MCorrAirFlowPCmprInlt_M),DIRECT
WgC_PCmprInltCorrdFlow_A,RESOLVED,0x4005292C (mtlb_WgC_PCmprInltCorrdFlow_A),DIRECT
WgC_MCorrAirFlowTAmbAir_M,RESOLVED,0x400520B4 (mtlb_WgC_MCorrAirFlowTAmbAir_M),DIRECT
WgC_TAmbAirCorrdFlow_A,RESOLVED,0x40052A48 (mtlb_WgC_TAmbAirCorrdFlow_A),DIRECT
WgC_SurgeLim_M,RESOLVED,0x40052A20 (mtlb_WgC_SurgeLim_M),DIRECT
WgC_MAirFlowSurgeLim_A,RESOLVED,0x40052064 (mtlb_WgC_MAirFlowSurgeLim_A),DIRECT
WgC_NTrbChrg_M,RESOLVED,0x40052294 (mtlb_WgC_NTrbChrg_M),DIRECT
WgC_RatPCmprNTrb_A,RESOLVED,0x40052988 (mtlb_WgC_RatPCmprNTrb_A),DIRECT
WgC_MCorrdAirFlowNTrb_A,RESOLVED,0x400520C8 (mtlb_WgC_MCorrdAirFlowNTrb_A),DIRECT
WgC_VolEff_M,RESOLVED,0x40052B74 (mtlb_WgC_VolEff_M),DIRECT
WgC_TqIndcdLimdVolEff_A,RESOLVED,0x40052B10 (mtlb_WgC_TqIndcdLimdVolEff_A),DIRECT
WgC_NEngVolEff_A,RESOLVED,0x40052228 (mtlb_WgC_NEngVolEff_A),DIRECT
WgC_CoeffDForWgCCtl_M,RESOLVED,0x400516BC (mtlb_WgC_CoeffDForWgCCtl_M),DIRECT
WgC_NEngForPAirBoostCtl_A,RESOLVED,0x40052140 (mtlb_WgC_NEngForPAirBoostCtl_A),DIRECT
WgC_ErrPAirBoost_A,RESOLVED,0x40051F84 (mtlb_WgC_ErrPAirBoost_A),DIRECT
WgC_CoeffFiltForWgCCtl_M,RESOLVED,0x40051720 (mtlb_WgC_CoeffFiltForWgCCtl_M),DIRECT
WgC_CoeffIForWgCCtl_M,RESOLVED,0x40051784 (mtlb_WgC_CoeffIForWgCCtl_M),DIRECT
WgC_CoeffPForWgCCtl_M,RESOLVED,0x400517E8 (mtlb_WgC_CoeffPForWgCCtl_M),DIRECT
WgC_PAirBoostRefMain_M,RESOLVED,0x40052638 (mtlb_WgC_PAirBoostRefMain_M),DIRECT
WgC_TqIndcdLimdForPAirBoostRef_A,RESOLVED,0x40052AFC (mtlb_WgC_TqIndcdLimdForPAirBoostRef_A),DIRECT
WgC_NEngForPAirBoostRef_A,RESOLVED,0x400521B8 (mtlb_WgC_NEngForPAirBoostRef_A),DIRECT
WgC_PAirBoostRefPAmbAirCorr_M,RESOLVED,0x400527C8 (mtlb_WgC_PAirBoostRefPAmbAirCorr_M),DIRECT
WgC_PAmbAir_A,RESOLVED,0x40052918 (mtlb_WgC_PAmbAir_A),DIRECT
WgC_PAirBoostRefSurgeCorr_M,RESOLVED,0x400527DC (mtlb_WgC_PAirBoostRefSurgeCorr_M),DIRECT
WgC_NEngForSurgeCorr_A,RESOLVED,0x40052208 (mtlb_WgC_NEngForSurgeCorr_A),DIRECT
WgC_DifSurgeLine_A,RESOLVED,0x4005184C (mtlb_WgC_DifSurgeLine_A),DIRECT
WgC_PAirBoostRefTAmbAirCorr_M,RESOLVED,0x400528DC (mtlb_WgC_PAirBoostRefTAmbAirCorr_M),DIRECT
WgC_TAmbAir_A,RESOLVED,0x40052A5C (mtlb_WgC_TAmbAir_A),DIRECT
WgC_PAirBoostRefTCooltCorr_M,RESOLVED,0x400528F0 (mtlb_WgC_PAirBoostRefTCooltCorr_M),DIRECT
WgC_TCoolt_A,RESOLVED,0x40052A70 (mtlb_WgC_TCoolt_A),DIRECT
WgC_PAirBoostRefTOilCorr_M,RESOLVED,0x40052904 (mtlb_WgC_PAirBoostRefTOilCorr_M),DIRECT
WgC_TOil_A,RESOLVED,0x40052A84 (mtlb_WgC_TOil_A),DIRECT
DTqC_TqBrkMap1_M,RESOLVED,0x400420AC (mtlb_DTqC_TqBrkMap1_M),DIRECT
DTqC_PercgAccr_A,RESOLVED,0x40041E54 (mtlb_DTqC_PercgAccr_A),DIRECT
DTqC_TqBrkMap2_M,RESOLVED,0x400426EC (mtlb_DTqC_TqBrkMap2_M),DIRECT
DTqC_TqBrkMap3_M,RESOLVED,0x40042D2C (mtlb_DTqC_TqBrkMap3_M),DIRECT
DTqC_CoeffDForEndSpdCtl_M,RESOLVED,0x40040740 (mtlb_DTqC_CoeffDForEndSpdCtl_M),DIRECT
DTqC_TCooltForEndSpdCtl_A,RESOLVED,0x40041EE0 (mtlb_DTqC_TCooltForEndSpdCtl_A),DIRECT
DTqC_CoeffFiltForEndSpdCtl_M,RESOLVED,0x40040BF0 (mtlb_DTqC_CoeffFiltForEndSpdCtl_M),DIRECT
DTqC_CoeffIForEndSpdCtl_M,RESOLVED,0x400410B8 (mtlb_DTqC_CoeffIForEndSpdCtl_M),DIRECT
DTqC_CoeffPForEndSpdCtl_M,RESOLVED,0x40041568 (mtlb_DTqC_CoeffPForEndSpdCtl_M),DIRECT
DTqC_CoeffDForTSC1SpdCtl_M,RESOLVED,0x40040A60 (mtlb_DTqC_CoeffDForTSC1SpdCtl_M),DIRECT
DTqC_TSC1ErrNEng_A,RESOLVED,0x4004207C (mtlb_DTqC_TSC1ErrNEng_A),DIRECT
DTqC_TCooltForTSC1SpdCtl_A,RESOLVED,0x40041F58 (mtlb_DTqC_TCooltForTSC1SpdCtl_A),DIRECT
DTqC_CoeffFiltForTSC1SpdCtl_M,RESOLVED,0x40040F10 (mtlb_DTqC_CoeffFiltForTSC1SpdCtl_M),DIRECT
DTqC_CoeffIForTSC1SpdCtl_M,RESOLVED,0x400413D8 (mtlb_DTqC_CoeffIForTSC1SpdCtl_M),DIRECT
DTqC_CoeffPForTSC1SpdCtl_M,RESOLVED,0x40041888 (mtlb_DTqC_CoeffPForTSC1SpdCtl_M),DIRECT
IC_InjChartc1_M,RESOLVED,0x400450E0 (mtlb_IC_InjChartc1_M),DIRECT
IC_PRailForDurInj_A,RESOLVED,0x40045F7C (mtlb_IC_PRailForDurInj_A),DIRECT
IC_MFuQntyLimdForDurInj_A,RESOLVED,0x40045CFC (mtlb_IC_MFuQntyLimdForDurInj_A),DIRECT
IC_InjChartc2_M,RESOLVED,0x40045338 (mtlb_IC_InjChartc2_M),DIRECT
IC_InjChartc3_M,RESOLVED,0x40045590 (mtlb_IC_InjChartc3_M),DIRECT
IC_InjChartc4_M,RESOLVED,0x400457E8 (mtlb_IC_InjChartc4_M),DIRECT
IC_InjChartc5_M,RESOLVED,0x40045A40 (mtlb_IC_InjChartc5_M),DIRECT
IC_SoiMainInjSetPoint1_M,RESOLVED,0x4004605C (mtlb_IC_SoiMainInjSetPoint1_M),DIRECT
IC_MMaiFuQntyCorrdForSoiMainInj_A,RESOLVED,0x40045D38 (mtlb_IC_MMaiFuQntyCorrdForSoiMainInj_A),DIRECT
IC_NEngForSoiMainInj_A,RESOLVED,0x40045E00 (mtlb_IC_NEngForSoiMainInj_A),DIRECT
IC_SoiMainInjSetPoint2_M,RESOLVED,0x40046A20 (mtlb_IC_SoiMainInjSetPoint2_M),DIRECT
IC_SoiMainInjSetPoint3_M,RESOLVED,0x400473E4 (mtlb_IC_SoiMainInjSetPoint3_M),DIRECT
IC_SoiPltInjSetPoint1_M,RESOLVED,0x40047DB4 (mtlb_IC_SoiPltInjSetPoint1_M),DIRECT
IC_MMaiFuQntyCorrdForSoiPltInj_A,RESOLVED,0x40045D9C (mtlb_IC_MMaiFuQntyCorrdForSoiPltInj_A),DIRECT
IC_NEngForSoiPltInj_A,RESOLVED,0x40045E64 (mtlb_IC_NEngForSoiPltInj_A),DIRECT
IC_SoiPltInjSetPoint2_M,RESOLVED,0x4004800C (mtlb_IC_SoiPltInjSetPoint2_M),DIRECT
IC_SoiPltInjSetPoint3_M,RESOLVED,0x40048264 (mtlb_IC_SoiPltInjSetPoint3_M),DIRECT
WM_UClmp30OvLvl1_M,RESOLVED,0x400515F8 (mtlb_WM_UClmp30OvLvl1_M),DIRECT
WM_NEng_A,RESOLVED,0x40050F48 (mtlb_WM_NEng_A),DIRECT
WM_UClmp30OvLvl2_M,RESOLVED,0x4005160C (mtlb_WM_UClmp30OvLvl2_M),DIRECT
WM_UClmp30OvLvl3_M,RESOLVED,0x40051620 (mtlb_WM_UClmp30OvLvl3_M),DIRECT
WM_UClmp30UndLvl1_M,RESOLVED,0x40051644 (mtlb_WM_UClmp30UndLvl1_M),DIRECT
WM_UClmp30UndLvl2_M,RESOLVED,0x40051658 (mtlb_WM_UClmp30UndLvl2_M),DIRECT
WM_UClmp30UndLvl3_M,RESOLVED,0x4005166C (mtlb_WM_UClmp30UndLvl3_M),DIRECT
WM_LvlOilLvl1_M,RESOLVED,0x40050BFC (mtlb_WM_LvlOilLvl1_M),DIRECT
WM_LvlOilLvl2_M,RESOLVED,0x40050C10 (mtlb_WM_LvlOilLvl2_M),DIRECT
WM_LvlOilUndLvl3_M,RESOLVED,0x40050C34 (mtlb_WM_LvlOilUndLvl3_M),DIRECT
WM_PAirBoostOvLvl1_M,RESOLVED,0x40050F6C (mtlb_WM_PAirBoostOvLvl1_M),DIRECT
WM_PAirBoostOvLvl2_M,RESOLVED,0x40050F80 (mtlb_WM_PAirBoostOvLvl2_M),DIRECT
WM_PAirBoostOvLvl3_M,RESOLVED,0x40050F94 (mtlb_WM_PAirBoostOvLvl3_M),DIRECT
WM_PAirBoostUndLvl1_M,RESOLVED,0x40050FB8 (mtlb_WM_PAirBoostUndLvl1_M),DIRECT
WM_PAirBoostUndLvl2_M,RESOLVED,0x40050FCC (mtlb_WM_PAirBoostUndLvl2_M),DIRECT
WM_PAirBoostUndLvl3_M,RESOLVED,0x40050FE0 (mtlb_WM_PAirBoostUndLvl3_M),DIRECT
WM_PAmbAirOvLvl1_M,RESOLVED,0x40051004 (mtlb_WM_PAmbAirOvLvl1_M),DIRECT
WM_PAmbAirOvLvl2_M,RESOLVED,0x40051018 (mtlb_WM_PAmbAirOvLvl2_M),DIRECT
WM_PAmbAirOvLvl3_M,RESOLVED,0x4005102C (mtlb_WM_PAmbAirOvLvl3_M),DIRECT
WM_PAmbAirUndLvl1_M,RESOLVED,0x40051050 (mtlb_WM_PAmbAirUndLvl1_M),DIRECT
WM_PAmbAirUndLvl2_M,RESOLVED,0x40051064 (mtlb_WM_PAmbAirUndLvl2_M),DIRECT
WM_PAmbAirUndLvl3_M,RESOLVED,0x40051078 (mtlb_WM_PAmbAirUndLvl3_M),DIRECT
WM_PFuOvLvl1_M,RESOLVED,0x4005109C (mtlb_WM_PFuOvLvl1_M),DIRECT
WM_PFuOvLvl2_M,RESOLVED,0x400510B0 (mtlb_WM_PFuOvLvl2_M),DIRECT
WM_PFuOvLvl3_M,RESOLVED,0x400510C4 (mtlb_WM_PFuOvLvl3_M),DIRECT
WM_PFuUndLvl1_M,RESOLVED,0x400510E8 (mtlb_WM_PFuUndLvl1_M),DIRECT
WM_PFuUndLvl2_M,RESOLVED,0x400510FC (mtlb_WM_PFuUndLvl2_M),DIRECT
WM_PFuUndLvl3_M,RESOLVED,0x40051110 (mtlb_WM_PFuUndLvl3_M),DIRECT
WM_POilOvLvl1_M,RESOLVED,0x40051134 (mtlb_WM_POilOvLvl1_M),DIRECT
WM_POilOvLvl2_M,RESOLVED,0x40051148 (mtlb_WM_POilOvLvl2_M),DIRECT
WM_POilOvLvl3_M,RESOLVED,0x4005115C (mtlb_WM_POilOvLvl3_M),DIRECT
WM_POilUndLvl1_M,RESOLVED,0x40051180 (mtlb_WM_POilUndLvl1_M),DIRECT
WM_POilUndLvl2_M,RESOLVED,0x40051194 (mtlb_WM_POilUndLvl2_M),DIRECT
WM_POilUndLvl3_M,RESOLVED,0x400511A8 (mtlb_WM_POilUndLvl3_M),DIRECT
WM_PRailOvLvl1_M,RESOLVED,0x400511D0 (mtlb_WM_PRailOvLvl1_M),DIRECT
WM_PRailOvLvl2_M,RESOLVED,0x400511E4 (mtlb_WM_PRailOvLvl2_M),DIRECT
WM_PRailOvLvl3_M,RESOLVED,0x400511F8 (mtlb_WM_PRailOvLvl3_M),DIRECT
WM_PRailUndLvl1_M,RESOLVED,0x4005121C (mtlb_WM_PRailUndLvl1_M),DIRECT
WM_PRailUndLvl2_M,RESOLVED,0x40051230 (mtlb_WM_PRailUndLvl2_M),DIRECT
WM_PRailUndLvl3_M,RESOLVED,0x40051244 (mtlb_WM_PRailUndLvl3_M),DIRECT
WM_TAirBoostOvLvl1_M,RESOLVED,0x4005126C (mtlb_WM_TAirBoostOvLvl1_M),DIRECT
WM_TAirBoostOvLvl2_M,RESOLVED,0x40051280 (mtlb_WM_TAirBoostOvLvl2_M),DIRECT
WM_TAirBoostOvLvl3_M,RESOLVED,0x40051294 (mtlb_WM_TAirBoostOvLvl3_M),DIRECT
WM_TAirBoostUndLvl1_M,RESOLVED,0x400512B8 (mtlb_WM_TAirBoostUndLvl1_M),DIRECT
WM_TAirBoostUndLvl2_M,RESOLVED,0x400512CC (mtlb_WM_TAirBoostUndLvl2_M),DIRECT
WM_TAirBoostUndLvl3_M,RESOLVED,0x400512E0 (mtlb_WM_TAirBoostUndLvl3_M),DIRECT
WM_TAmbAirOvLvl1_M,RESOLVED,0x40051304 (mtlb_WM_TAmbAirOvLvl1_M),DIRECT
WM_TAmbAirOvLvl2_M,RESOLVED,0x40051318 (mtlb_WM_TAmbAirOvLvl2_M),DIRECT
WM_TAmbAirOvLvl3_M,RESOLVED,0x4005132C (mtlb_WM_TAmbAirOvLvl3_M),DIRECT
WM_TAmbAirUndLvl1_M,RESOLVED,0x40051350 (mtlb_WM_TAmbAirUndLvl1_M),DIRECT
WM_TAmbAirUndLvl2_M,RESOLVED,0x40051364 (mtlb_WM_TAmbAirUndLvl2_M),DIRECT
WM_TAmbAirUndLvl3_M,RESOLVED,0x40051378 (mtlb_WM_TAmbAirUndLvl3_M),DIRECT
WM_TCooltOvLvl1_M,RESOLVED,0x4005139C (mtlb_WM_TCooltOvLvl1_M),DIRECT
WM_TCooltOvLvl2_M,RESOLVED,0x400513B0 (mtlb_WM_TCooltOvLvl2_M),DIRECT
WM_TCooltOvLvl3_M,RESOLVED,0x400513C4 (mtlb_WM_TCooltOvLvl3_M),DIRECT
WM_TCooltUndLvl1_M,RESOLVED,0x400513E8 (mtlb_WM_TCooltUndLvl1_M),DIRECT
WM_TCooltUndLvl2_M,RESOLVED,0x400513FC (mtlb_WM_TCooltUndLvl2_M),DIRECT
WM_TCooltUndLvl3_M,RESOLVED,0x40051410 (mtlb_WM_TCooltUndLvl3_M),DIRECT
WM_TFuOvLvl1_M,RESOLVED,0x40051450 (mtlb_WM_TFuOvLvl1_M),DIRECT
WM_TFuOvLvl2_M,RESOLVED,0x40051464 (mtlb_WM_TFuOvLvl2_M),DIRECT
